 ,E2500init,E2500UC,E2500YR1,E3100init,E3100UC,E3100YR1,DDinit,DDUC,DDYR1,DDYR12,DDYR1re2,DGinit,DGUC,DGYR1,DGYR12,DGYR1re2,DuganYR2,EICPYR1C,EICPYR1F,EICPYR1L,EICPYR2C,EICPYR2F,EICPYR2L,LICinit,LICUC,LICYR1,LICYR12,LICYR1re2,LV1init,LV1UC,LV2init,LV2UC,LV3init,LV3UC,LVYR1,LVYR12,LVYR1re2,M1Ginit,M1GUC,M1GYR1,M2Dinit,M2DUC,M2DYR1,M3Dinit,M3DUC,M3DYR1,NDinit,NDUC,NDYR1,NDYR12,NDYR1re2
78045719165c35cc53e23b5bbad746ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780771a00bd855e0f4697083fef59dac,4,100,42,5,210,171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780b33da0e6c68d0b50e59965f6fdd2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0
780c3696a09658696f3a59ee21291115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0
7813260085204edd40dae8ddfdbe715d,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
78174e85318b5aca85809eea27365bd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,18,4,0,0,0,0,0
781894228b218cf7eeeca823a4ea9337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781dfdb0574d5e0028b819a8a71cbb7d,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78258aed197999a27a0f5b2dd524bfef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,0,5,0,6,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0
782d3900207227e6f9c0ea32a45e4ffd,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
783724908c971b4df133113d5430758e,6,0,7,7,2,99,0,0,0,0,0,3,7,8,21,48,6,0,0,0,4,0,1,0,0,0,0,0,4,0,0,0,2,0,11,6,0,0,4,93,0,0,13,6,4,20,0,0,0,0,0
783ef09be2da01c61a0b453abca662e0,8,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783ff928979d136e372458a2d75d8898,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,18,0,9,0,3,24,7,0,0,0,0,0
785e1d6a11fd17061cfee1d6519a78cf,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786253b7a4491cc18f25335007d99a8f,6,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7864f5ee8af88a5cb720e2ebf4fd923f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,3,0,0,0,0,0,0,7,0,6,3,3,0,2,4,3,5,0,2,6,0,4,4,0,4,0,0,0,0,0
786b2d96b5393f9f67c340f46a7e86c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3
787261e697a6fdfb3be847fd08d25ea5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0
787fa44c22330cb8bde97d69ee577f1b,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,9,0,0,1,0,2,0
78829fc669abf45ce278e93c733ef50c,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788a7ebe3f367f1aefed4d41e28a9a1c,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78909c5a15ccd368fa6d00a45c29705b,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,12,2,0,0,0,0,0,2,2,2,0,0,0,0,0,19,6,0,4,4,0,2,0,13,4
78957a3f7d0bdf2d48381bbfe7532dfc,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0
78996932d5bc04493c4bfdc8220f9abb,0,3,1,865,16,36,47,0,12,4,2,78,4,11,25,24,69,35,22,0,6,25,12,16,3,0,0,0,1320,3,409,7,912,3,59,87,43,0,2,3,228,12,72,116,10,13,227,4,174,3,36
789a5007906efdf6e28e263224e790c9,0,0,0,0,0,0,0,3,38,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,3,0,2,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0
78b4fbc7f8e6c129705c7b2e24670a34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,4,0,11,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78ca1c530c2aa609c4f8d644ad95c61b,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78caea4187cde9a4546e25448a520175,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78cf17b7934605333ca51bbee5465e6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,1,2,0,0,0,0,0
78d01fbd12dee8dedb792e2e16455d57,0,0,0,153,1642,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
78e0b7c738da0f9f908bbdc8651b4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,0,10,3,0,0,0,0,0
78e1a9eb7aec4f45701989ba39d99af7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
78e7d77d8f7f8df4606a25599965a7b6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,15,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78f6618b098a76101ef9f24318dd19a0,1,0,0,16,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78faa7e10957b63777ea9a16e0dff163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,7,0,0,0,0,0,0,0,0
78fc87bef42bedde78b22ff711665086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
79171c5d0f0c0222f09bf142a0bd5a12,11,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791d67beb0dd1d3f8cb5b5b8f1264be8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792844c51ca401cb53f41cf624999194,0,0,2,0,0,0,23,2,9,2,0,47,40,50,49,60,33,12,7,20,14,22,16,2,0,2,0,0,80,22,27,39,29,28,20,52,78,27,36,14,5,11,7,15,17,24,18,3,0,0,8
7928dd65fffc95cf952202970c120b15,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792f6b618af088a866865be1d5ef8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,21,0,0,0,0
7930e91efb98e09cd624b9363615154d,0,5,0,0,0,0,10,97,18,39,82,2,0,3,5,0,45,2,0,3,0,3,0,10,84,58,69,146,1,31,0,106,0,11,18,119,43,0,0,0,0,0,0,1,0,0,49,274,37,210,322
79348720e03107bae2d41ddebaf5e280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794d5b23d0e95277bee8108a6778834e,0,0,0,0,2,0,0,0,0,0,5,2,0,2,0,2,6,9,8,12,1,7,4,15,0,4,0,0,15,5,0,0,5,2,0,1,1,0,0,0,183,42,55,9,0,1,4,0,24,0,3
79543b8b21c28ab4e6cd9a89e1e81bc1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
7954752aaf0166a554f6722ec1c9f171,0,7,6,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7957663f86422777e788733eb4cf6263,4,0,5,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79586c9c2358ff39bd12874d90c7534d,0,0,0,0,0,0,0,2,0,0,0,0,2,2,4,3,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,6,0,3,5,2,0,3,0,2,0,0,2,0,0,0,0,0,0
796ae3c116f91eb26dca92bd0b2d1fc3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
796e6a361a416927868e13a5ab1fca70,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79723803736389cd57f95d89dbeb5fa6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0
7972d63c2405713b373b578591f1eb99,0,3,2,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7978631de0b8ab8790c1f1573cd74b5a,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0
7984fa94e4496573eaaddad2fc49f1ec,3,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798c560b72302e9c2975ed753d13f269,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7997f5502b3015edbfec533ab75292b9,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,6,62,136,2,47,0,32,0,0,1,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,0,12,0,23,2,0,0,0,10
799eba69c90eab75fb03602967db81b7,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,2,0,3,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,3,3,2,0,0,2,0,3,0,0,2,0,0,0,0,2,0
799ed4beec2ecbaf7baeb3f36aa9ccf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79af413ad403d5ed0a717645ca5cb5f7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79b3f78a7125044e9de568b71bdd4fb0,0,21,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79b3f9a8e6cbdc0b0c40261b87ba471b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,23,8,13,131,22,0,0,0,0,0
79c179694d7d821ee12a9ac39f214eec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12
79c291488830e3b055eb41843b303d4b,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,12,4,4,6,0,0,2,7,0,0,0,0,0,0,3,0,2,0,2,0,3,2,5,5,5,0,0,0,0,3,2,0,0,0,0,0
79c5d97d078d9cea2962a6864ed92dd9,2,2,3,0,2,0,15,22,9,14,14,3,19,18,16,16,19,2,3,3,0,0,0,12,10,8,5,0,8,8,0,6,0,18,5,15,15,4,7,2,20,62,14,2,5,1,17,34,3,13,15
79c97f0f58f985cde118641c6a2ccd55,4,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79dbd511d11a442961fb5027fc23ec65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0
79e6c408993d1a48724a48f200e8fe67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79e94d012113957203e5aea9a50c905c,0,0,0,0,0,0,4,5,0,0,0,3,2,1,2,0,0,1,3,3,0,2,0,3,0,0,3,0,0,0,1,0,3,0,0,5,0,1,0,0,6,0,16,0,0,0,0,0,0,0,0
79f2d5f395be17b67593817a6dcae7a5,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79fefcd01aa32b084518a90dfe945ff8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0
79ffaee1f67f81ca070c9703ec1b308b,3,0,5,7,0,5,2,2,0,0,5,7,2,8,2,9,0,0,0,0,4,0,2,7,0,0,3,7,12,0,4,0,9,0,4,3,0,2,0,3,2,0,8,0,0,4,4,0,4,0,5
7a0547ac11621de33318e053cd47aa51,30,1,3,22,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a10fdc065ed8adad5aa34150fc2e322,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a137e9d3864ed2f2b9028dfb9d6d03d,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a1914bd3729924ba7a71fdca7399687,5,2,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a3b7411c95d58e7610e866789f4cd1c,0,0,0,0,0,0,61,54,3,11,10,15,54,20,41,22,40,12,27,4,19,21,10,19,12,6,0,7,13,19,11,19,11,18,0,14,7,0,0,0,0,0,0,0,0,0,20,4,0,5,25
7a3d581bd1c0de9e3c32f2133d3013af,8,9,7,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a457d07b002b4967704e45bcccd790c,0,6,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a4e693773a5c1d50af4e63210cf998b,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,21,37,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
7a52e633557f1487cb84f6102a3f109e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a53531afc4398bdb63365507ed8be47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,0,0,0,0,0,0,0,0
7a568093799205ddb0ad556be43fc5f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7a5ca6e2826da07f992da526adcc8055,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7a6ba44d577e89a37f896f99f4fb9d99,10,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a6eb8d0fcb8b10ad339f521d992ffc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,2,0,0,0,0,0
7a8826b1e56537b0ed8a6e1feff63e50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,13,0,0,0,0,0
7a923b68ffa851ca5ab5c613bf75f3cc,0,0,0,0,0,0,0,10,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7aa10459c40f73c17c0c093ea45439eb,0,0,0,0,0,0,2,0,0,4,0,0,0,2,3,3,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,7,0,0,3,26,4,2,16,4,4,24,9,7,396,48,0,0,0,0,0
7aa1aab666064adb720e040ba0010eab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,0,0,0,30,0,0,0,0,0
7aa2eea33728d111e7bdd8b19facb010,3,7,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ac01a642e848f616dc43c2939f17e49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7ac0e7a7c0c32ad699e5bd6081c248a8,0,0,0,0,0,0,0,9,8,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7acd55226c263a31cc1e360baae5fc1b,0,0,0,0,0,0,0,5,2,0,0,4,2,3,0,0,7,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
7ad19fea3792c08679f7a1ff1132eef5,2,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ad87adf2d5f80da955f815dbabe2fe4,0,0,0,0,0,0,3,3,0,0,0,6,11,2,9,10,10,0,2,0,0,0,0,2,0,3,0,0,2,5,0,5,0,20,2,7,3,2,4,4,0,1,3,0,14,2,0,0,2,3,2
7adf02d5f96751bc4505912489c5f7e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7adf5e68b2e39c94e386b67604adb48f,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7adf843b1d2c7c516d9bf405fe47a991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4
7af818518ba0c8bdb94f6b0cb29ae5cd,5,0,10,6,0,0,0,6,0,0,0,3,0,0,2,10,3,0,0,21,0,0,0,2,0,0,0,0,7,8,0,7,2,5,0,7,10,0,3,2,0,5,2,4,1,0,7,5,0,0,2
7af84438b47192ab102a4b04dd4d7118,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7aff6841bc1caff2869359f2378e85b4,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b0cc433db40fa6494c38e194be685f4,0,0,0,0,0,0,0,2,0,0,3,0,4,5,11,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
7b0dd0dbac7b46ee13e346235b28ee1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,5,0,0,5,29,0,10,0,0,0,0,0
7b18252bf9804b8663b214a0c310bb18,0,0,0,0,0,0,4,0,4,0,0,2,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,7,3,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
7b1ffe501d1fcad323b33207ef86a003,15,0,6,0,0,0,2,0,3,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,7,2,0,7,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b251146f9cca096c8db05a56e74eef3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7b31f4217fb3e83ced192ca700700a65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
7b35292aed78f61f1832f935ff46d2d8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b3e95c16e73d872f7392cb8b0e4c094,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b45fc3f4a6af71f9f530a336a9cfe7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,66,1,0,0,1,0,0,0,0
