 ,E2500init,E2500UC,E2500YR1,E3100init,E3100UC,E3100YR1,DDinit,DDUC,DDYR1,DDYR12,DDYR1re2,DGinit,DGUC,DGYR1,DGYR12,DGYR1re2,DuganYR2,EICPYR1C,EICPYR1F,EICPYR1L,EICPYR2C,EICPYR2F,EICPYR2L,LICinit,LICUC,LICYR1,LICYR12,LICYR1re2,LV1init,LV1UC,LV2init,LV2UC,LV3init,LV3UC,LVYR1,LVYR12,LVYR1re2,M1Ginit,M1GUC,M1GYR1,M2Dinit,M2DUC,M2DYR1,M3Dinit,M3DUC,M3DYR1,NDinit,NDUC,NDYR1,NDYR12,NDYR1re2
0ceca8f60985b9fe35b119c0656171df,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ceeeac1d87c7042a6187187727261aa,8,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cf9ef79fdf95861869e5366760a9feb,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
0cfc1484ef68004c45889f7f25f6b99e,0,0,0,0,0,0,0,2,0,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,4,0,0,0,2,0,2,9,0,0,0,3,2,0,0,0,0,5,0,0
0cfcd2d6b43cdbb74def7bce9d643866,0,0,0,0,0,0,1,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,6,4,0,0,0,0,0
0d11b2373295cc7d97b412d80a9f8d52,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0d1a305592c55a7d3d95d93ecb19f1a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d1ce8a5a28c6302fe08a594368605f6,0,0,0,0,0,0,5,2,9,0,5,2,6,10,11,9,6,14,19,3,14,25,5,10,0,2,0,0,12,4,4,8,5,13,2,7,7,0,0,0,4,2,6,0,1,0,3,0,2,0,0
0d229db00f25e4c519bbfe2c2a06781e,0,0,0,0,0,0,2,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,4,0,0,4,0,3,0,0,2,0,0,0,0,0,0
0d2827f45d06cd224e496f37cf86c198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d2cc8b30f380f3c964dabe5b530f1b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
0d30e617d8f60c0e5adbc900edf02b98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,21,27,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0d591bdab4265c08187cc5af44324fa7,0,0,0,0,0,0,0,4,0,0,1,1,0,1,3,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,2,7,3
0d5af938d4946c2494d6e07e447be42b,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,3,0,8,11,6,13,13,11,0,0,0,0,0,5,3,2,2,4,3,0,1,0,1,2,0,14,9,8,0,0,0,0,0,0,0,0
0d5d20e5c97b96b6e318a12fa64e7192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
0d606bfa1ebe4a8f731e960c5f43cd19,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d668f89cd643f93a12cae446b6ec949,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,6,0,0,0,0,0,0,24,0,2,4,0,0,4,0,0,0,0,0,0,0
0d707342dfbb95fb1f8e0153fc92360c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,6,11,0,2,3,0,4,2,0,8,4,0,0,0,0,0
0d7ba39f85d26801a7f333fdf84a4ea3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d801d66e511e8a20ee77b2c2a99cb21,0,0,0,0,0,0,8,81,38,14,0,17,342,158,573,93,171,0,0,0,0,0,0,3,178,0,0,2,10,223,16,240,3,375,124,185,564,0,0,0,0,0,0,0,0,0,0,4,0,0,8
0d82794b3c9bf50c1fa5a0f4c168cfec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
0d8e406f28daf45dd001ec93df01e465,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,2,0,0,0,8,3,4,0,2,0,0,4,0,3,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d92cc41be84a4ea76b8265c8a23765d,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d98f9313a516359ff4e74e1c07d6ce6,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d9e8b6af03e21490b7aacabff621ec1,0,0,0,20,31,90,7,0,0,0,1,0,4,3,0,0,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4
0da7a4b827f597fda767cda5d1202081,0,0,2,152,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0db63fc23904a05603dae81a210804ba,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dbafee3f263d943efea6ee7460bf9a7,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dc3fbfdc8e9f57c64368b2c61b93cf7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dc41a9729027ea8f21379616c09fcd4,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dcf4e19c3b402a04b91e54047b125a4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0dda08ad98f31f8433c2af23c322da2e,1,4,3,0,0,0,0,8,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,20,0,0,0,0,0
0df825c7470022ed7c6b069e9a44149a,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,4,0,0,0,0,2,2,0,5,2,0,0,2,0,1,0,0,0,0,0,0,0
0e1f6286adfc5dbdab34328a354e05fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e1fe4ac16448b38a28f43018e48cbc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,4,4,0,0,0,0,0
0e33be9271bd093f3216d8bb5e8f89ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0
0e3673cfcb7646fa4d4d13ad1e67426f,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e471afb8999a46ee5369cdc1d541d6e,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e488bad158e9cf872d5015e613869ea,2,0,6,0,0,0,0,0,1,0,4,37,13,32,15,80,0,6,0,117,0,1,83,0,0,0,0,0,0,4,0,5,0,8,0,6,0,0,4,0,0,0,0,1,7,5,6,2,1,0,0
0e4abf07906319ee03d1a7d5dcdf2a06,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0e4e4d881c4707022e4abcaf51859c6a,62,0,25,183,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e54b6b5899f3081c1326050853e3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,3,0,8,0,0,0,0,0,0
0e63715fc6ef57a65f0935242f6a45e4,4,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e638d0d83324c5f2ff2d47f58cf81c7,12,0,1,37,2,2,52,11,25,8,34,47,16,48,42,62,16,15,10,11,29,5,11,36,0,23,26,0,136,7,39,1,65,0,24,13,37,30,21,29,41,12,58,6,0,14,22,3,34,11,17
0e771323521f10de6283ab08c1a7cc3f,0,4,0,0,2,3,0,6,0,0,0,0,7,2,2,5,5,0,0,0,0,0,0,0,5,2,7,11,0,7,2,8,0,6,0,6,5,0,0,0,0,13,0,0,0,0,0,5,0,0,0
0e7f22f678553359cf6cb9db130502ac,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0
0e85819640abd74af6f9b0c7468edf56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e86069591a07d606ef5928bfdc19371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10
0e8974d46b16b2f68a07852ac7a7e55a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4
0e8b27429d4ffbfc5adb7d4e8c63ac95,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e8ed9a78433846bd336eda43f0a1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,0
0e8f5618ff8e00149ca79b673bfc4b88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0eaa7f83e5f742029e6a93a25d30c9ad,0,0,0,0,0,0,3,21,19,9,0,0,5,7,2,0,13,0,0,0,0,0,0,0,0,0,2,0,0,7,0,3,3,6,3,18,9,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0eab91c1cd20e9cabb3729d7f7755dc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0eabcfd3df65f3bc9539692e98044259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,13,4,2,26,0,0,0,0,0,0
0ebc27132fa4ddc1f4e04f13bcaf9525,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,5,0,0
0ebfd8049a37e7bbc56057d084c5178b,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,0
0ec68819f28b232cb1b376f24236778a,9,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ed1cb1de563f0c068703a1ea4c3f7c2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
0ee63272f29980a06140d2103c1495c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eec05d2f75a35ab453d40f2ea43a17d,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0eece2265d7d12fa8269704a0e235fc9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0
0ef4244fc1892a52fbbba89797ab1441,5,0,5,2,0,6,4,0,3,0,0,16,5,5,3,26,2,0,0,2,5,5,6,0,0,0,0,0,4,0,3,0,4,0,0,2,0,0,0,0,0,0,2,2,0,6,2,0,0,0,0
0ef53aa1a386aacd0c8e0d3564b31d88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,25,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f0c34b7b6b65195c9e81b83f3fa61bc,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f0cd090509ad6996bd2b67917d70fba,0,0,3,0,0,0,0,18,14,11,35,7,36,8,25,46,53,11,2,4,0,11,0,0,29,14,19,39,0,0,0,0,0,0,0,0,0,0,2,0,8,12,0,0,4,0,39,228,66,197,202
0f1072b7086cf92760eb7c78be0f5fa0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,2,3,0,0,9,0,0,0,0,0,2,0,0,0,0,0
0f194aa8089a960345b745804ae7007c,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,31,13,0,0,5,0,0
0f1c9a4111fcb3715889e25fcc9240fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0f35a3622d0c4e948c5b9b230c4d418d,32,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f37c04a68200077b332812f824e09ce,0,0,0,0,0,0,0,2,4,0,0,0,0,2,1,9,1,0,3,0,0,0,0,0,3,7,2,2,4,4,0,0,0,4,6,2,6,3,3,2,0,6,3,0,4,2,0,10,9,5,9
0f3d148c40d7808b72203bd8dcc827c8,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f473fbc0b6656749e3889c29552dd32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,3,0,0,3,3,0,0,0,0,6,2,0,0,0,0,2,0,0,0
0f49c4930866dbae32bfa3370b7fe7e3,0,2,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f634aa763c413dc377abaab3bc35a99,0,0,0,0,0,0,12,3,2,0,2,0,7,3,10,0,7,0,3,0,0,0,0,6,0,0,2,0,3,5,5,9,2,11,6,5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0f678d30c722258992e6328fa2d408d7,0,2,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0f6a2e55d8a4ed673871f5defa987391,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,2,0,0,0,0,0
0f6cc7ae18b155d5d952af942cc1b1fb,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0f706ec24622fa1ce24002806c1da147,6,2,0,0,4,0,12,3,0,0,0,0,4,5,4,2,0,0,0,0,0,0,0,11,5,0,3,0,7,2,0,3,0,4,0,2,0,2,3,2,5,6,3,3,0,0,3,0,9,0,0
0f7111958149c288e9ae7ccf164f7197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,2,7,0,5,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0f79bd5e576e64cea18c2838580e58f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,8,12,1,0,0,1,0,0
0f9eacb311244bf4f2d2097294a3294f,0,0,0,0,0,0,0,0,3,0,0,5,9,7,9,7,3,0,0,0,0,0,0,0,1,1,0,0,4,5,0,3,0,7,4,7,5,0,30,25,18,53,18,6,38,19,2,3,0,0,2
0fa636e42045c9b04f480de4acacb52f,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
0faa40e1023966738ec39fdbec55e4a1,2,0,0,0,0,0,4,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,4,0,2,5,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,9,0,2,0,0
0fab7c1496e6f1d09d95d54cfd22e7ea,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
0fae734cb31747cfc34760de5531c095,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0faf2f61a6f044b529e4857149f3e92f,0,0,0,0,0,0,2,31,47,17,47,0,6,8,9,3,44,0,0,0,0,0,0,9,66,67,66,117,0,5,0,7,0,2,10,31,0,0,2,0,0,13,0,0,5,2,20,97,25,72,103
0fb467eaaad6f229259c6d60556d75d8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fb9d3b2a61d6653876d85a3803f4f77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,4,0,12,0,0,0,0,164,0,0,5,2,0,17,0,3,0,0,0,0,0
0fc098b405cf02a68ea127b72d3c558c,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,5,0,0,0,0,0,2,0,0,0,0,0,0
0fc0f8c619b97002187c531ccf870bd4,2,5,2,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fc110413097763d3b7c9105a4470deb,0,40,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fc4ddf2a479805e3a116968d396c6cc,0,0,2,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fc63391479209fb765eb46bb9ea60a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fe0b8c55585760dfe2d83ddcc3eeb2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fef6d12245a16e4f83c48a05b082f8e,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,5,0,0,0,0,0,0,0,13,6,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007dc0ea7c4af72260e717ab09341d0,0,0,0,0,0,0,11,19,8,6,20,5,23,6,25,19,39,13,22,73,11,10,7,0,6,2,3,7,15,25,16,56,7,22,15,42,47,24,45,27,17,50,26,76,265,119,7,27,9,22,27
1013418a700fdc9b4caf49deca3dbb5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3
1024f4703b3c9dcb421806381c753c02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,22,0,0,0,0,0,0,0,0,0,0,0
102e59b8275a9f766aa44d645e7a960b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,15,0,0,16,4,3,0,0,0,0,0,0,0,0
102f892a8e58f80f0fe2d5b65cb8aa7b,0,0,0,0,0,0,7,3,0,0,0,0,6,7,5,0,6,0,4,0,0,0,0,10,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,2,6
1033c5e5bb0e4eadc8d3ddfddaee39ab,12,1,22,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103b3195a3da8ce96c88ffdf84824c3d,7,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103f0f36688e51964022d043ba168767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,4,0,1,0,3,0,0,0,0,0,0
1045a1e79f6bb849345849ee5ebc6a24,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104697c4f12fdc12c71bfe376ce77ca9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1061d211288cb3300567d75c42de37ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3
10677ac0ba3b3a857b556d1cd0f64c54,0,9,9,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107021a582375f3318a14a2e1ba47f2c,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,4,0,1,0,0,0,0,0,0
