OTUID,taxon,Genus
ce225900c88c40962f06177f7ff71e46,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
236437f67482a130376b4ab3539371c8,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
ba808c65a315ee4fb2cdda1fc142e44e,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
bc70924d5d484fcd0045b3b5cc5d61c5,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
9dc2dc52a56a9054adad3546a096e904,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
d0184ed1c695a93c2bc85f58941cd866,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
195baa04ecdc5595bdbc00b68e3b7a21,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
6adcbf21da26bbc97f7d0706501c0b6e,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
7ba682cedd5c1a13197a6aa45797d983,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__; g__; s__,Schizothrix
b3af02a22dba032aed3b84b5105c2c37,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
9a7984cad7c7308ec7fe753473ac3a81,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
984576b50dba7ffad7a3b78e86f7697a,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
db0d46ac7719ae0bb4b8279249aa33a6,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
d15f74bb75b71e6497a47338e5e887e2,k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Chroococcales; f__Xenococcaceae; g__; s__,Schizothrix
472a441dde6c83d888bebc6b04d5dbd6,k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae,Schizothrix
521cf6a38808660ca4b478d79ba8c0c1,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
fcab1ea044a7a38afd12052e9c7120a7,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
67599b63cbab3ac3b56f59c38d7ad312,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
f715ee6ac74ffe538318bb8e8149521f,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
82fde590f269309af6478e2dd3babc33,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__; g__; s__,Schizothrix
5198b0c56a20de028d058591da765ac9,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
551d018fdfb88b5920a3803c567b743b,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
2cf9958160ab474f5bac9f170f7f44d2,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
1cbb159b953d55645dd0564e3199dd69,k__Bacteria; p__Cyanobacteria,Schizothrix
2199f186cab26635d39f5b3d239efc02,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
54e206f5f3ade9edb90f07a71dcfbbd1,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
0ba2d7c7ddecd3485fcc086042cd2a5e,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
af21a92e608685cd432017bd09eeb865,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Schizothrix
f452e76b7b046327034bd781ad81e602,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
f709c1c636fd9b872964ca2d8509e300,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Schizothrix
38ae7eacb51798a5de5fd2fad96501f5,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__; g__; s__,Scytonema
b00f9a07265cb34bc52ebbacd0bbd31e,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Scytonemataceae; g__; s__,Scytonema
267189f8f43f0e4b35723b8ed2d173d6,k__Bacteria; p__Cyanobacteria,Scytonema
7e0c4d6846ddc1e08574b149fce59d4b,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Scytonemataceae; g__; s__,Scytonema
ed7abaa71ddaa41544eeb2fc83786188,k__Bacteria; p__Cyanobacteria,Scytonema
6a3f99fbacdd6cb06109f62e6664c7b2,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__; g__; s__,Scytonema
d56362249d4c6a0c71fb6e7f7237b801,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Scytonemataceae; g__; s__,Scytonema
e3e0f691dd852d54fd534b5916df7145,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__; g__; s__,Scytonema
9796cca469b50db3063af683e2b63cac,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae,Scytonema
5ccfe4bc7e1fa7652b8a8cfd86057f99,k__Bacteria; p__Cyanobacteria,Scytonema
a61e8ff0d4d6eec4836ca221d9d1d72f,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae,Scytonema
efd599b0d479ad841b72953761700221,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,Scytonema
f028815fd5acaf02d26f7bdeeaaea00e,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__Nostoc,Scytonema
4636fb565875b9d3b39b338737a1b51e,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__; g__; s__,Scytonema
b01efa793b5a3ac4db54105e8f7d2fa9,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__; g__; s__,Scytonema
2c4e16588ce4924df9df2b494ee774c5,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales,Scytonema
3dd79f1c370256cdfbc893792b946566,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__; g__; s__,Scytonema
8beb38c090d6a21894a7132433086c06,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,Scytonema
a4faa7e0548f0afb7355d19407713d67,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae,Scytonema
20cf62310d13c9ba924158d474c282a5,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,Scytonema
7c6c0c058c69dfb61f6a3045c79fc3f0,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__; g__; s__,Scytonema
d4dc25c4aba2a9a36f17ec010c8779af,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__; g__; s__,Scytonema
2348cc21fed4eb3e143117bd3acdc852,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,Scytonema
f7be8ecad6c0c7cd7accbfb0584bc3c4,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,Scytonema
36fa047d217cdc66335618a999eb93f2,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__; s__,Tolypothrix
fb3189903ce839509ca410016735def8,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__; s__,Tolypothrix
03f55a21e41e44a93f8b6fa5341cc5c2,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__; s__,Tolypothrix
4aa4f7bc0322539396617bdca69bade4,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__; s__,Tolypothrix
d7e4dbdcf2bef1cf82ca5dc1722ff264,k__Bacteria; p__Cyanobacteria,Unidentified
1c3ea643cb830fbd20add169604445f6,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Unidentified
551c02d5eb3a04e126d253ed81c5b3e5,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Unidentified
85d776b826d21f49370195704fca6f0f,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Unidentified
c3704db984d5fce7ade368f72fc62254,k__Bacteria; p__Cyanobacteria,Unidentified
6987773310032a7fc2b509267f7d83bf,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Unidentified
7e4a884058285f6dc861d67b273cac35,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Unidentified
83fd97d8cd938369f1b2dc4dd46fcf31,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Unidentified
6b7e968ac45aadb94773e524c72e4650,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,Unidentified
f0b29727b911a3808beaee025ee2e88f,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Leptolyngbya; s__,Unidentified
2cf267020b71d45efc9e0290edeb6640,k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae; g__Phormidium; s__,Wilmottia
99ac3298deb26861af49303701632621,k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae; g__Phormidium; s__,Wilmottia
49d55aba610bfc304cce610c0f5fcaa8,,Schizothrix
c513e5fcd8a9feb3a8103a2fb1e5939e,,Unidentified
f0b16fd08952bc70dd132db4fa5d2824,,Leptolyngbya
